Equipo ID,Estudiante ID,Nota Estudiante,Rol Dominante,Coordinador,Investigador de Recursos,Trabajador,Monitor Evaluador,Impulsor,Finalizador,Especialista,Cohesionador,Creativo
256,544,2.6,Coordinador,9.0,7.0,9.0,7.0,5.0,8.0,6.0,6.0,7.0
205,545,2.1,Investigador de Recursos,9.0,10.0,9.0,6.0,8.0,9.0,8.0,4.0,8.0
202,546,0.4,Especialista,9.0,4.0,6.0,5.0,8.0,10.0,12.0,7.0,8.0
149,547,0.9,Especialista,6.0,6.0,4.0,10.0,7.0,6.0,12.0,8.0,9.0
137,548,0.5,Investigador de Recursos,10.0,15.0,3.0,5.0,9.0,5.0,3.0,10.0,9.0
288,549,3.7,Finalizador,8.0,8.0,7.0,8.0,8.0,12.0,10.0,4.0,7.0
158,550,2.0,Especialista,8.0,5.0,9.0,8.0,9.0,5.0,10.0,5.0,10.0
342,551,2.4,Cohesionador,5.0,8.0,6.0,6.0,6.0,9.0,7.0,11.0,7.0
21,552,0.9,Monitor Evaluador,8.0,6.0,4.0,11.0,10.0,7.0,8.0,9.0,8.0
215,553,1.8,Especialista,8.0,8.0,7.0,7.0,6.0,6.0,11.0,6.0,10.0
286,554,3.2,Trabajador,4.0,7.0,11.0,8.0,9.0,5.0,7.0,11.0,5.0
248,555,4.5,Coordinador,12.0,9.0,9.0,7.0,6.0,8.0,3.0,7.0,9.0
204,556,3.2,Creativo,5.0,9.0,5.0,9.0,9.0,8.0,6.0,5.0,11.0
353,557,2.8,Cohesionador,9.0,5.0,8.0,5.0,8.0,5.0,6.0,20.0,3.0
171,558,3.2,Especialista,6.0,6.0,8.0,6.0,3.0,9.0,11.0,11.0,7.0
25,559,4.8,Monitor Evaluador,9.0,1.0,7.0,11.0,9.0,9.0,5.0,7.0,7.0
35,560,1.4,Coordinador,12.0,7.0,3.0,12.0,4.0,8.0,11.0,5.0,8.0
104,561,4.4,Especialista,8.0,4.0,4.0,7.0,9.0,7.0,10.0,8.0,9.0
88,562,2.4,Monitor Evaluador,6.0,6.0,8.0,14.0,2.0,11.0,8.0,3.0,6.0
481,563,1.9,Monitor Evaluador,8.0,9.0,5.0,12.0,8.0,6.0,3.0,11.0,3.0
422,564,1.3,Finalizador,9.0,5.0,5.0,7.0,3.0,13.0,8.0,8.0,7.0
337,565,2.2,Monitor Evaluador,4.0,10.0,5.0,11.0,11.0,8.0,8.0,10.0,4.0
148,566,2.0,Creativo,4.0,10.0,8.0,8.0,5.0,8.0,9.0,8.0,11.0
274,567,3.7,Coordinador,11.0,5.0,7.0,11.0,4.0,5.0,8.0,6.0,10.0
57,568,3.7,Finalizador,6.0,7.0,4.0,10.0,3.0,13.0,7.0,5.0,10.0
467,569,4.5,Impulsor,9.0,3.0,8.0,10.0,12.0,5.0,7.0,3.0,7.0
180,570,0.3,Monitor Evaluador,9.0,8.0,4.0,15.0,4.0,2.0,10.0,9.0,4.0
431,571,4.4,Finalizador,5.0,7.0,8.0,8.0,4.0,12.0,10.0,8.0,4.0
73,572,1.0,Monitor Evaluador,7.0,7.0,8.0,14.0,7.0,5.0,8.0,9.0,4.0
456,573,0.4,Finalizador,7.0,5.0,7.0,4.0,4.0,13.0,10.0,3.0,13.0
369,574,4.8,Monitor Evaluador,8.0,10.0,10.0,14.0,5.0,6.0,3.0,3.0,7.0
7,575,0.4,Cohesionador,9.0,5.0,3.0,8.0,11.0,5.0,7.0,12.0,7.0
184,576,4.2,Trabajador,5.0,4.0,12.0,5.0,7.0,8.0,7.0,9.0,11.0
80,577,3.3,Coordinador,10.0,9.0,5.0,9.0,7.0,8.0,8.0,10.0,4.0
97,578,1.0,Creativo,6.0,2.0,7.0,7.0,10.0,7.0,2.0,10.0,12.0
34,579,4.6,Creativo,6.0,5.0,11.0,3.0,5.0,8.0,8.0,7.0,13.0
34,580,1.7,Monitor Evaluador,7.0,8.0,5.0,10.0,7.0,9.0,7.0,7.0,9.0
169,581,4.9,Investigador de Recursos,7.0,11.0,6.0,8.0,7.0,8.0,8.0,9.0,4.0
304,582,0.6,Creativo,8.0,4.0,10.0,6.0,6.0,6.0,10.0,8.0,12.0
247,583,3.2,Creativo,7.0,7.0,2.0,9.0,6.0,11.0,6.0,7.0,12.0
493,584,1.7,Monitor Evaluador,9.0,7.0,7.0,10.0,7.0,10.0,4.0,7.0,6.0
37,585,1.7,Creativo,8.0,11.0,4.0,5.0,6.0,7.0,5.0,7.0,16.0
450,586,1.5,Coordinador,13.0,2.0,12.0,6.0,9.0,3.0,10.0,6.0,8.0
292,587,4.6,Investigador de Recursos,6.0,14.0,7.0,10.0,7.0,11.0,5.0,2.0,7.0
112,588,1.3,Cohesionador,6.0,6.0,11.0,7.0,6.0,8.0,3.0,13.0,10.0
349,589,4.8,Especialista,7.0,6.0,7.0,10.0,7.0,9.0,12.0,3.0,7.0
328,590,2.5,Investigador de Recursos,8.0,11.0,5.0,9.0,7.0,2.0,9.0,9.0,6.0
227,591,4.6,Investigador de Recursos,7.0,12.0,9.0,7.0,7.0,8.0,12.0,5.0,6.0
403,592,1.7,Monitor Evaluador,6.0,8.0,6.0,12.0,7.0,10.0,9.0,9.0,4.0
445,593,2.6,Trabajador,3.0,6.0,13.0,7.0,4.0,8.0,12.0,10.0,7.0
423,594,2.3,Impulsor,6.0,6.0,6.0,11.0,12.0,6.0,6.0,8.0,7.0
53,595,0.8,Especialista,4.0,5.0,11.0,8.0,4.0,7.0,13.0,10.0,8.0
327,596,2.0,Investigador de Recursos,5.0,13.0,8.0,11.0,6.0,4.0,6.0,10.0,7.0
139,597,3.1,Especialista,4.0,5.0,7.0,8.0,12.0,4.0,14.0,9.0,3.0
300,598,3.7,Trabajador,7.0,7.0,13.0,4.0,5.0,11.0,7.0,9.0,6.0
134,599,2.9,Investigador de Recursos,10.0,11.0,11.0,6.0,10.0,3.0,6.0,6.0,9.0
482,600,2.6,Trabajador,4.0,6.0,14.0,5.0,6.0,9.0,4.0,9.0,13.0
65,601,4.2,Impulsor,8.0,5.0,6.0,7.0,10.0,9.0,7.0,8.0,8.0
120,602,5.0,Investigador de Recursos,9.0,10.0,4.0,8.0,8.0,8.0,9.0,3.0,9.0
428,603,2.8,Especialista,4.0,4.0,9.0,9.0,6.0,10.0,14.0,6.0,6.0
293,604,2.3,Especialista,6.0,11.0,3.0,7.0,9.0,11.0,13.0,5.0,5.0
495,605,2.3,Investigador de Recursos,6.0,12.0,10.0,5.0,11.0,6.0,6.0,4.0,10.0
118,606,1.5,Especialista,5.0,8.0,6.0,7.0,7.0,10.0,11.0,11.0,4.0
376,607,2.5,Coordinador,10.0,8.0,7.0,8.0,6.0,10.0,6.0,9.0,6.0
386,608,1.5,Coordinador,12.0,8.0,6.0,7.0,8.0,6.0,5.0,7.0,7.0
259,609,2.4,Especialista,8.0,4.0,6.0,7.0,6.0,5.0,11.0,8.0,11.0
34,610,2.7,Creativo,10.0,6.0,9.0,6.0,6.0,7.0,2.0,10.0,14.0
392,611,2.3,Coordinador,11.0,6.0,5.0,7.0,10.0,8.0,11.0,9.0,4.0
357,612,4.0,Investigador de Recursos,8.0,10.0,7.0,10.0,6.0,7.0,7.0,4.0,5.0
104,613,0.9,Impulsor,7.0,6.0,6.0,9.0,14.0,7.0,9.0,9.0,6.0
261,614,3.2,Trabajador,2.0,7.0,14.0,12.0,5.0,9.0,6.0,3.0,7.0
9,615,2.5,Investigador de Recursos,6.0,11.0,6.0,10.0,7.0,7.0,7.0,10.0,5.0
462,616,1.3,Trabajador,5.0,8.0,10.0,10.0,5.0,9.0,8.0,10.0,5.0
216,617,4.9,Creativo,9.0,7.0,7.0,6.0,3.0,10.0,5.0,7.0,13.0
329,618,0.4,Trabajador,7.0,4.0,11.0,6.0,8.0,9.0,6.0,10.0,7.0
318,619,3.4,Finalizador,5.0,7.0,8.0,6.0,8.0,10.0,10.0,7.0,9.0
420,620,0.0,Impulsor,4.0,7.0,10.0,7.0,12.0,10.0,5.0,5.0,11.0
0,621,4.5,Creativo,7.0,8.0,6.0,6.0,5.0,4.0,9.0,11.0,13.0
47,622,0.9,Investigador de Recursos,7.0,14.0,10.0,6.0,7.0,7.0,5.0,8.0,5.0
299,623,0.4,Monitor Evaluador,5.0,4.0,12.0,14.0,9.0,8.0,8.0,4.0,4.0
43,624,1.4,Coordinador,11.0,8.0,4.0,8.0,7.0,9.0,5.0,10.0,7.0
445,625,2.0,Monitor Evaluador,6.0,7.0,5.0,13.0,13.0,5.0,9.0,6.0,8.0
286,626,2.2,Cohesionador,11.0,5.0,7.0,8.0,3.0,4.0,5.0,14.0,10.0
345,627,1.9,Coordinador,12.0,4.0,3.0,12.0,4.0,10.0,8.0,6.0,8.0
33,628,0.9,Investigador de Recursos,7.0,16.0,5.0,6.0,2.0,7.0,8.0,8.0,7.0
449,629,3.5,Monitor Evaluador,6.0,3.0,3.0,11.0,9.0,11.0,7.0,11.0,5.0
143,630,5.0,Impulsor,7.0,5.0,7.0,8.0,11.0,6.0,8.0,9.0,5.0
171,631,3.9,Coordinador,13.0,6.0,5.0,6.0,8.0,5.0,7.0,5.0,13.0
384,632,2.1,Creativo,5.0,7.0,9.0,8.0,7.0,11.0,7.0,4.0,13.0
262,633,0.3,Finalizador,6.0,11.0,8.0,8.0,10.0,12.0,4.0,5.0,5.0
276,634,1.5,Especialista,5.0,5.0,3.0,3.0,10.0,9.0,11.0,11.0,9.0
300,635,1.4,Creativo,8.0,8.0,11.0,5.0,5.0,7.0,6.0,4.0,14.0
283,636,4.0,Monitor Evaluador,8.0,6.0,6.0,18.0,8.0,3.0,7.0,6.0,5.0
449,637,2.3,Coordinador,10.0,7.0,7.0,7.0,10.0,6.0,10.0,5.0,9.0
475,638,3.4,Especialista,7.0,4.0,5.0,5.0,4.0,15.0,17.0,5.0,6.0
246,639,4.0,Finalizador,8.0,6.0,9.0,4.0,9.0,13.0,11.0,3.0,9.0
122,640,1.1,Coordinador,11.0,5.0,5.0,4.0,8.0,6.0,9.0,8.0,8.0
121,641,1.0,Investigador de Recursos,8.0,13.0,4.0,6.0,8.0,10.0,6.0,10.0,5.0
276,642,3.8,Impulsor,7.0,6.0,9.0,4.0,11.0,8.0,9.0,2.0,10.0
264,643,0.2,Monitor Evaluador,7.0,9.0,8.0,10.0,7.0,8.0,5.0,5.0,8.0
495,644,1.1,Finalizador,6.0,9.0,10.0,7.0,8.0,12.0,4.0,4.0,11.0
461,645,3.6,Coordinador,12.0,12.0,9.0,4.0,5.0,11.0,4.0,5.0,6.0
228,646,4.4,Coordinador,14.0,9.0,3.0,5.0,4.0,8.0,4.0,10.0,7.0
88,647,3.1,Finalizador,6.0,1.0,8.0,7.0,2.0,15.0,5.0,14.0,9.0
124,648,1.4,Monitor Evaluador,9.0,8.0,6.0,10.0,6.0,7.0,4.0,6.0,10.0
290,649,2.3,Especialista,8.0,5.0,9.0,5.0,5.0,8.0,12.0,11.0,6.0
495,650,2.6,Cohesionador,6.0,6.0,9.0,9.0,9.0,6.0,3.0,10.0,8.0
357,651,1.6,Monitor Evaluador,9.0,6.0,6.0,12.0,6.0,3.0,10.0,11.0,5.0
92,652,0.2,Investigador de Recursos,5.0,14.0,7.0,9.0,9.0,3.0,9.0,2.0,10.0
153,653,3.6,Cohesionador,3.0,7.0,5.0,8.0,9.0,7.0,3.0,15.0,8.0
446,654,3.8,Coordinador,15.0,4.0,5.0,8.0,7.0,5.0,8.0,6.0,8.0
303,655,1.6,Creativo,5.0,7.0,7.0,7.0,9.0,4.0,9.0,7.0,16.0
231,656,1.5,Monitor Evaluador,9.0,9.0,8.0,11.0,3.0,7.0,9.0,4.0,9.0
167,657,0.2,Impulsor,7.0,9.0,10.0,4.0,12.0,4.0,5.0,6.0,11.0
101,658,4.5,Impulsor,9.0,7.0,4.0,6.0,12.0,4.0,8.0,10.0,9.0
69,659,3.8,Creativo,11.0,8.0,5.0,9.0,3.0,4.0,5.0,11.0,12.0
496,660,4.2,Finalizador,6.0,6.0,7.0,6.0,9.0,14.0,5.0,3.0,10.0
260,661,2.1,Monitor Evaluador,9.0,7.0,6.0,11.0,7.0,5.0,5.0,8.0,8.0
324,662,3.1,Trabajador,4.0,4.0,12.0,12.0,8.0,5.0,7.0,9.0,6.0
408,663,0.6,Trabajador,8.0,5.0,10.0,9.0,9.0,5.0,6.0,8.0,5.0
321,664,2.9,Coordinador,13.0,7.0,6.0,9.0,9.0,6.0,6.0,9.0,7.0
55,665,2.6,Impulsor,7.0,4.0,10.0,7.0,16.0,8.0,10.0,3.0,7.0
160,666,3.9,Trabajador,6.0,7.0,10.0,9.0,9.0,5.0,7.0,5.0,8.0
402,667,1.2,Impulsor,5.0,7.0,6.0,8.0,13.0,9.0,8.0,6.0,3.0
354,668,3.4,Especialista,4.0,7.0,4.0,8.0,10.0,10.0,13.0,5.0,10.0
132,669,4.5,Coordinador,11.0,7.0,6.0,7.0,8.0,6.0,9.0,4.0,9.0
106,670,4.0,Coordinador,12.0,5.0,10.0,8.0,10.0,7.0,7.0,3.0,6.0
364,671,0.4,Creativo,4.0,7.0,3.0,7.0,7.0,10.0,5.0,10.0,13.0
283,672,2.9,Finalizador,6.0,12.0,7.0,4.0,10.0,13.0,9.0,6.0,4.0
334,673,2.2,Coordinador,15.0,4.0,7.0,3.0,5.0,12.0,9.0,6.0,7.0
116,674,0.2,Monitor Evaluador,7.0,11.0,3.0,14.0,6.0,4.0,5.0,9.0,8.0
334,675,1.6,Investigador de Recursos,3.0,12.0,5.0,8.0,12.0,7.0,8.0,7.0,4.0
213,676,2.4,Especialista,8.0,6.0,7.0,6.0,8.0,5.0,10.0,9.0,7.0
202,677,4.9,Trabajador,7.0,12.0,13.0,8.0,5.0,5.0,6.0,7.0,6.0
391,678,0.7,Cohesionador,10.0,4.0,4.0,5.0,8.0,10.0,7.0,12.0,7.0
292,679,4.4,Creativo,10.0,5.0,8.0,9.0,6.0,11.0,4.0,4.0,15.0
469,680,0.2,Monitor Evaluador,9.0,8.0,10.0,13.0,3.0,5.0,8.0,8.0,3.0
104,681,0.9,Especialista,3.0,5.0,8.0,6.0,7.0,7.0,12.0,12.0,8.0
183,682,0.2,Trabajador,7.0,6.0,12.0,7.0,12.0,8.0,3.0,6.0,4.0
109,683,4.7,Trabajador,9.0,5.0,11.0,6.0,4.0,10.0,6.0,7.0,9.0
179,684,3.0,Monitor Evaluador,6.0,10.0,4.0,12.0,5.0,4.0,10.0,10.0,5.0
242,685,3.7,Creativo,8.0,7.0,4.0,7.0,5.0,7.0,8.0,10.0,14.0
240,686,4.3,Trabajador,8.0,4.0,13.0,10.0,7.0,4.0,5.0,8.0,8.0
443,687,1.5,Impulsor,5.0,5.0,9.0,6.0,11.0,3.0,5.0,7.0,11.0
406,688,1.7,Creativo,8.0,8.0,7.0,3.0,11.0,8.0,5.0,4.0,14.0
165,689,0.0,Coordinador,10.0,9.0,7.0,6.0,10.0,5.0,5.0,10.0,8.0
196,690,4.9,Coordinador,11.0,11.0,9.0,8.0,7.0,7.0,4.0,4.0,8.0
119,691,1.7,Finalizador,9.0,9.0,7.0,5.0,4.0,10.0,6.0,10.0,7.0
460,692,0.8,Trabajador,3.0,4.0,15.0,6.0,7.0,3.0,9.0,9.0,11.0
127,693,4.4,Cohesionador,4.0,6.0,7.0,9.0,9.0,6.0,8.0,10.0,5.0
21,694,0.2,Investigador de Recursos,8.0,17.0,7.0,4.0,6.0,7.0,8.0,8.0,5.0
493,695,4.3,Coordinador,12.0,6.0,6.0,6.0,5.0,7.0,9.0,10.0,5.0
269,696,1.2,Monitor Evaluador,4.0,9.0,8.0,13.0,10.0,3.0,5.0,9.0,5.0
180,697,2.5,Finalizador,4.0,9.0,7.0,6.0,9.0,16.0,6.0,5.0,7.0
368,698,0.9,Coordinador,16.0,3.0,5.0,7.0,12.0,4.0,7.0,8.0,7.0
280,699,1.9,Monitor Evaluador,6.0,7.0,8.0,11.0,10.0,9.0,8.0,4.0,7.0
10,700,3.0,Investigador de Recursos,6.0,12.0,6.0,6.0,9.0,5.0,10.0,6.0,9.0
46,701,2.4,Especialista,8.0,6.0,3.0,11.0,9.0,8.0,12.0,6.0,6.0
363,702,1.7,Investigador de Recursos,9.0,11.0,4.0,7.0,7.0,4.0,7.0,7.0,10.0
170,703,0.2,Especialista,10.0,10.0,4.0,4.0,10.0,5.0,11.0,11.0,3.0
323,704,4.3,Investigador de Recursos,7.0,11.0,5.0,5.0,10.0,5.0,11.0,9.0,8.0
497,705,2.8,Especialista,11.0,9.0,8.0,7.0,3.0,7.0,13.0,5.0,4.0
274,706,3.8,Trabajador,5.0,8.0,14.0,4.0,4.0,8.0,11.0,5.0,8.0
415,707,2.1,Coordinador,11.0,8.0,9.0,8.0,9.0,4.0,9.0,2.0,5.0
63,708,1.7,Creativo,5.0,8.0,11.0,7.0,10.0,2.0,7.0,5.0,14.0
373,709,4.5,Trabajador,6.0,9.0,10.0,6.0,4.0,9.0,5.0,9.0,8.0
360,710,4.2,Especialista,3.0,7.0,5.0,6.0,6.0,9.0,14.0,13.0,6.0
444,711,0.3,Especialista,5.0,10.0,8.0,8.0,7.0,3.0,13.0,9.0,6.0
234,712,2.8,Trabajador,5.0,4.0,10.0,10.0,9.0,7.0,7.0,6.0,10.0
85,713,1.1,Cohesionador,7.0,10.0,10.0,9.0,4.0,8.0,3.0,11.0,9.0
257,714,2.7,Investigador de Recursos,4.0,10.0,10.0,5.0,9.0,9.0,7.0,6.0,8.0
100,715,1.7,Impulsor,8.0,4.0,9.0,5.0,14.0,8.0,9.0,5.0,7.0
422,716,4.1,Impulsor,5.0,8.0,6.0,6.0,11.0,10.0,10.0,6.0,9.0
302,717,0.6,Finalizador,4.0,7.0,12.0,8.0,8.0,13.0,0.0,5.0,11.0
24,718,2.7,Creativo,10.0,7.0,8.0,8.0,8.0,7.0,7.0,4.0,11.0
38,719,3.9,Monitor Evaluador,5.0,6.0,8.0,10.0,8.0,7.0,10.0,6.0,8.0
296,720,2.3,Monitor Evaluador,8.0,7.0,7.0,12.0,7.0,7.0,4.0,7.0,7.0
387,721,3.4,Impulsor,4.0,9.0,7.0,12.0,14.0,11.0,3.0,5.0,6.0
116,722,0.1,Coordinador,12.0,6.0,12.0,7.0,6.0,4.0,7.0,6.0,7.0
310,723,4.1,Trabajador,4.0,5.0,11.0,8.0,8.0,6.0,5.0,10.0,11.0
419,724,1.1,Investigador de Recursos,3.0,10.0,7.0,9.0,8.0,7.0,8.0,4.0,9.0
264,725,4.5,Cohesionador,8.0,10.0,5.0,7.0,5.0,7.0,6.0,11.0,10.0
342,726,4.9,Especialista,9.0,7.0,8.0,7.0,4.0,7.0,15.0,8.0,5.0
274,727,3.4,Trabajador,5.0,8.0,11.0,10.0,5.0,7.0,9.0,8.0,7.0
343,728,0.7,Cohesionador,5.0,10.0,7.0,9.0,7.0,6.0,6.0,12.0,8.0
431,729,4.9,Investigador de Recursos,5.0,11.0,2.0,10.0,7.0,11.0,5.0,5.0,9.0
412,730,0.8,Coordinador,13.0,6.0,6.0,6.0,11.0,3.0,8.0,9.0,5.0
464,731,3.8,Cohesionador,6.0,5.0,9.0,7.0,3.0,8.0,6.0,12.0,8.0
226,732,1.4,Monitor Evaluador,7.0,8.0,7.0,11.0,7.0,9.0,5.0,9.0,5.0
30,733,3.4,Monitor Evaluador,7.0,8.0,3.0,13.0,11.0,10.0,4.0,8.0,4.0
378,734,3.9,Monitor Evaluador,8.0,5.0,8.0,11.0,9.0,5.0,5.0,9.0,6.0
468,735,2.6,Creativo,10.0,7.0,5.0,4.0,9.0,4.0,9.0,8.0,11.0
315,736,1.6,Monitor Evaluador,7.0,7.0,11.0,13.0,6.0,11.0,3.0,6.0,5.0
491,737,2.4,Coordinador,11.0,4.0,9.0,6.0,6.0,6.0,10.0,5.0,8.0
336,738,3.8,Coordinador,10.0,7.0,4.0,5.0,10.0,6.0,9.0,8.0,5.0
310,739,0.6,Coordinador,16.0,3.0,7.0,9.0,8.0,11.0,6.0,4.0,8.0
24,740,3.9,Cohesionador,10.0,7.0,10.0,4.0,5.0,8.0,4.0,14.0,4.0
276,741,4.1,Investigador de Recursos,6.0,13.0,2.0,6.0,7.0,7.0,6.0,7.0,11.0
343,742,2.2,Trabajador,5.0,10.0,11.0,7.0,6.0,10.0,4.0,3.0,10.0
375,743,1.2,Finalizador,4.0,9.0,4.0,5.0,12.0,15.0,6.0,10.0,6.0
206,744,1.7,Impulsor,10.0,5.0,7.0,6.0,12.0,4.0,4.0,11.0,6.0
395,745,0.9,Especialista,4.0,6.0,6.0,3.0,10.0,6.0,12.0,11.0,8.0
174,746,2.8,Investigador de Recursos,6.0,13.0,6.0,8.0,7.0,8.0,5.0,3.0,8.0
88,747,2.1,Creativo,3.0,6.0,7.0,3.0,12.0,6.0,8.0,8.0,13.0
369,748,0.6,Monitor Evaluador,4.0,5.0,3.0,16.0,8.0,7.0,7.0,5.0,14.0
448,749,3.7,Trabajador,5.0,6.0,12.0,10.0,6.0,10.0,11.0,4.0,6.0
496,750,0.7,Especialista,8.0,8.0,7.0,9.0,6.0,9.0,11.0,5.0,5.0
413,751,3.7,Impulsor,10.0,10.0,7.0,3.0,11.0,7.0,6.0,6.0,6.0
113,752,1.8,Investigador de Recursos,7.0,12.0,6.0,8.0,10.0,5.0,2.0,8.0,7.0
21,753,2.3,Especialista,4.0,4.0,7.0,10.0,10.0,8.0,12.0,4.0,5.0
460,754,4.0,Monitor Evaluador,10.0,5.0,7.0,11.0,5.0,5.0,10.0,2.0,7.0
196,755,3.7,Coordinador,13.0,4.0,8.0,4.0,12.0,9.0,4.0,9.0,6.0
198,756,1.6,Monitor Evaluador,10.0,6.0,8.0,12.0,5.0,5.0,9.0,4.0,10.0
2,757,4.3,Trabajador,6.0,6.0,12.0,6.0,12.0,11.0,5.0,6.0,7.0
352,758,0.5,Impulsor,9.0,6.0,8.0,6.0,11.0,7.0,9.0,7.0,5.0
319,759,4.0,Monitor Evaluador,7.0,7.0,8.0,11.0,4.0,5.0,8.0,8.0,11.0
381,760,2.6,Investigador de Recursos,6.0,11.0,11.0,5.0,11.0,3.0,7.0,8.0,6.0
45,761,2.1,Coordinador,13.0,7.0,8.0,8.0,9.0,9.0,7.0,4.0,4.0
269,762,0.6,Especialista,8.0,4.0,6.0,8.0,5.0,7.0,13.0,9.0,7.0
155,763,2.0,Creativo,2.0,10.0,9.0,7.0,6.0,7.0,6.0,8.0,12.0
17,764,0.2,Especialista,6.0,6.0,7.0,9.0,5.0,11.0,12.0,6.0,6.0
424,765,3.9,Coordinador,11.0,9.0,6.0,11.0,6.0,7.0,5.0,8.0,4.0
432,766,0.8,Coordinador,10.0,10.0,6.0,6.0,6.0,7.0,10.0,3.0,8.0
123,767,1.5,Investigador de Recursos,6.0,11.0,7.0,11.0,8.0,7.0,8.0,6.0,4.0
454,768,0.9,Investigador de Recursos,9.0,12.0,5.0,11.0,7.0,9.0,7.0,7.0,2.0
302,769,4.9,Especialista,4.0,5.0,8.0,7.0,9.0,8.0,11.0,8.0,8.0
20,770,0.5,Investigador de Recursos,5.0,13.0,12.0,6.0,8.0,4.0,4.0,8.0,8.0
70,771,2.8,Creativo,8.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,11.0
357,772,3.5,Investigador de Recursos,5.0,10.0,8.0,9.0,8.0,10.0,7.0,5.0,8.0
232,773,2.1,Investigador de Recursos,6.0,11.0,5.0,6.0,10.0,6.0,11.0,6.0,7.0
67,774,3.7,Especialista,5.0,10.0,4.0,7.0,7.0,10.0,14.0,9.0,4.0
151,775,1.8,Trabajador,8.0,8.0,9.0,9.0,4.0,9.0,8.0,9.0,5.0
454,776,1.7,Coordinador,13.0,8.0,2.0,10.0,3.0,6.0,8.0,10.0,5.0
384,777,0.2,Investigador de Recursos,6.0,13.0,5.0,9.0,8.0,6.0,7.0,6.0,7.0
228,778,3.3,Investigador de Recursos,10.0,11.0,6.0,5.0,7.0,10.0,4.0,10.0,4.0
356,779,1.1,Investigador de Recursos,6.0,13.0,6.0,5.0,6.0,7.0,9.0,7.0,13.0
407,780,0.4,Finalizador,9.0,8.0,8.0,7.0,3.0,11.0,9.0,4.0,5.0
409,781,5.0,Especialista,6.0,6.0,8.0,6.0,9.0,9.0,13.0,10.0,1.0
452,782,3.5,Coordinador,11.0,7.0,5.0,5.0,8.0,7.0,11.0,11.0,6.0
337,783,2.8,Coordinador,13.0,9.0,6.0,10.0,5.0,6.0,7.0,6.0,7.0
400,784,3.2,Finalizador,4.0,6.0,9.0,6.0,9.0,13.0,6.0,6.0,6.0
333,785,0.4,Impulsor,6.0,6.0,9.0,5.0,10.0,4.0,10.0,9.0,8.0
33,786,3.7,Finalizador,8.0,7.0,6.0,3.0,4.0,12.0,5.0,9.0,12.0
271,787,1.3,Impulsor,8.0,5.0,7.0,6.0,11.0,8.0,8.0,5.0,10.0
284,788,4.2,Monitor Evaluador,11.0,6.0,11.0,12.0,4.0,7.0,9.0,7.0,5.0
2,789,4.9,Finalizador,9.0,8.0,6.0,2.0,8.0,18.0,7.0,4.0,6.0
53,790,3.2,Monitor Evaluador,5.0,7.0,11.0,15.0,10.0,6.0,12.0,1.0,5.0
355,791,4.7,Investigador de Recursos,4.0,17.0,8.0,5.0,7.0,6.0,5.0,6.0,8.0
193,792,4.6,Investigador de Recursos,5.0,11.0,7.0,8.0,3.0,11.0,10.0,5.0,7.0
333,793,1.8,Investigador de Recursos,9.0,10.0,8.0,9.0,4.0,9.0,6.0,6.0,6.0
425,794,2.5,Coordinador,13.0,4.0,12.0,5.0,5.0,4.0,6.0,9.0,9.0
271,795,1.2,Coordinador,12.0,2.0,9.0,8.0,3.0,6.0,10.0,6.0,6.0
229,796,4.3,Finalizador,4.0,9.0,5.0,9.0,2.0,11.0,9.0,9.0,9.0
299,797,4.9,Cohesionador,6.0,7.0,7.0,8.0,7.0,9.0,7.0,12.0,5.0
164,798,0.9,Especialista,9.0,10.0,5.0,8.0,8.0,7.0,11.0,8.0,5.0
237,799,3.6,Monitor Evaluador,5.0,10.0,7.0,12.0,7.0,3.0,5.0,12.0,5.0
432,800,3.7,Investigador de Recursos,7.0,12.0,7.0,8.0,7.0,5.0,9.0,6.0,9.0
167,801,4.1,Cohesionador,7.0,4.0,9.0,10.0,6.0,5.0,6.0,13.0,8.0
13,802,2.8,Finalizador,9.0,5.0,8.0,5.0,8.0,10.0,3.0,7.0,10.0
36,803,1.4,Impulsor,5.0,7.0,5.0,7.0,16.0,13.0,7.0,4.0,9.0
400,804,4.6,Cohesionador,6.0,5.0,9.0,6.0,11.0,8.0,7.0,13.0,4.0
429,805,2.3,Coordinador,11.0,10.0,7.0,5.0,7.0,11.0,8.0,2.0,6.0
46,806,4.3,Cohesionador,5.0,8.0,6.0,7.0,10.0,5.0,10.0,11.0,6.0
335,807,4.1,Coordinador,10.0,9.0,4.0,9.0,7.0,3.0,10.0,9.0,5.0
398,808,1.4,Trabajador,6.0,7.0,11.0,4.0,5.0,6.0,10.0,6.0,9.0
5,809,3.8,Cohesionador,8.0,9.0,9.0,3.0,4.0,6.0,10.0,12.0,7.0
424,810,2.9,Monitor Evaluador,7.0,9.0,9.0,13.0,7.0,6.0,11.0,3.0,7.0
250,811,1.4,Monitor Evaluador,10.0,7.0,8.0,14.0,7.0,7.0,4.0,7.0,7.0
94,812,1.4,Trabajador,4.0,6.0,11.0,11.0,11.0,5.0,3.0,5.0,9.0
442,813,0.1,Coordinador,12.0,11.0,4.0,12.0,7.0,7.0,5.0,4.0,8.0
212,814,2.9,Coordinador,15.0,7.0,6.0,0.0,7.0,8.0,8.0,11.0,11.0
14,815,2.9,Investigador de Recursos,8.0,11.0,7.0,6.0,3.0,11.0,2.0,8.0,9.0
